ID_DOK;IDENT;NAZIV;EM;KOLICINA;ZELENA_KOL;PORABA;CENA;A_CENA;VREDNOST;DAVEK_PROC;SKLADIŠČE;VRSTAMAT;TIP_CENE;DEVIZA
22000075;9947275;FNA 0021 60;M2;0;0;0;0;0;0;22;022230;IZD;PC;EUR
22000070;9947350;FNA 10012 107;M2;700;0;693;0;0;0;22;022230;IZD;PC;EUR
22000063;9948091;FNA 10713 70;M2;4000;0;0;0;0;0;22;022230;IZD;PC;EUR
22000062;9939398;PE-130 K 2,3 X 150;M2;1300;0;0;0;0;0;22;022300;IZD;PC;EUR
22000060;9946457;FILTER FIL 4650 TC 300 GR/M2 ORV  21 rol;M2;880;0;880;0;0;0;22;024410;POM;PC;EUR
22000060;9946457;FILTER FIL 4650 TC 180 GR/M2 ORV 25 rol;M2;1000;0;1000;0;0;0;22;024410;POM;PC;EUR
22000060;9945388;SANFILTER F 5/100  2000 MM        1 rol;M2;200;0;0;0;0;0;22;024410;POM;PC;EUR
22000060;9946647;FILTER FIL 4490 200 GR/M2  ORV   modra;M2;80;0;80;0;0;0;22;024410;POM;PC;EUR
22000060;9946457;FILTER FIL 4650 TC 180 GR/M2 ORV;M2;240;0;0;0;0;0;22;024410;POM;PC;EUR
22000059;9947267;TR.TRAK T-E 40/30 -NE UPORABLJAJ! 10000*;M2;22,575;0;0;0;0;0;22;022410;MAT;PC;EUR
22000058;9946456;FILTER FIL 4112 GC 100 GR/M2 ORV  6  rol;M2;480;0;160;0;0;0;22;024410;POM;PC;EUR
22000058;9946457;FILTER FIL 4650 TC 180 GR/M2 ORV  14 rol;M2;560;0;560;0;0;0;22;024410;POM;PC;EUR
22000058;9946457;FILTER FIL 4650 TC 300 GR/M2 ORV  10 ro;M2;400;0;400;0;0;0;22;024410;POM;PC;EUR
22000058;9946293;FILTER FIL SP 2358 A 140 MTK GR/M2  ORV;M2;480;0;480;0;0;0;22;024410;POM;PC;EUR
22000057;9924120;VL.PES 17/64 EKU NOVALFA;KG;1120;0;840;0;0;0;22;022230;MAT;PC;EUR
22000050;9923607;NOVBELT 250 NA SL BLACK;M2;340;0;0;0;0;0;22;022710;IZD;PC;EUR
22000045;9940012;VL.PES 6,7/64 RECYCLED WHITE FLEXX;KG;2632;0;2631;0;0;0;22;022210;MAT;PC;EUR
22000041;9947689;FNA 0710 300;M2;9030;0;8610;0;0;0;22;022230;IZD;PC;EUR
22000034;9940012;VL.PES 6,7/64 RECYCLED WHITE FLEXX;KG;3200;0;0;0;0;0;22;022210;MAT;PC;EUR
22000023;9944551;FLIS/N 0110 390/227;M2;2400;0;1203,1;0;0;0;22;022210;POL;PC;EUR
22000017;9926334;VL.PES 6,7/64 WHITE GREENFIBER;KG;6900;0;0;0;0;0;22;022210;MAT;PC;EUR
22000010;9936488;VL.PES 1,7/38 DULL CRIMP.VS WHI MOG 2/15;KG;2950;0;1940;0;0;0;22;022210;MAT;PC;EUR
21000061;9947213;FLIS/K 6410 270/230;M2;4500;0;0;0;0;0;22;022230;POL;PC;EUR
21000060;9924622;BARVA MINERPRINT BLUE B HC;KG;1;0;0;0;0;0;22;022220;POM;PC;EUR
21000052;9944853;VL.META ARAMID 2,2/51 HA TEIJINCONEX JAP;KG;3500;0;3220;0;0;0;22;022210;MAT;PC;EUR
21000047;9946788;FLIS/F 0810 190/245;M2;4000;0;0;0;0;0;22;022230;POL;PC;EUR
21000044;9936488;VL.PES 1,7/38 DULL CRIMP.VS WHI MOG 2/15;KG;9400;0;0;0;0;0;22;022210;MAT;PC;EUR
21000036;9904916;VL.PP 3,9/60 BAP TREVOS;KG;600;0;598,6253;1,10761;0;664,57;22;022210;MAT;PC;EUR
21000004;9908747;VL.PES BIK. 4/51 LMF WHITE HUVIS/950A/SD;KG;1200;0;1120;1,35401;0;1624,81;22;022210;MAT;PC;EUR
20000070;9944436;FLIS/K 5210 170/238;M2;1190;0;0;0;0;0;22;022210;POL;PC;EUR
20000067;9908747;VL.PES BIK. 4/51 LMF WHITE HUVIS/950A/SD;KG;550;0;0;1,35401;0;744,71;22;022210;MAT;PC;EUR
20000061;440661;FILTER F-5/100;M2;1200;0;1200;0;0;0;22;024410;IZD;PC;EUR
20000061;439789;FILTER F-10/150;M2;2400;0;2400;0;0;0;22;024410;IZD;PC;EUR
20000061;440629;FILTER FF-10/250 K;M2;600;0;600;0;0;0;22;024410;IZD;PC;EUR
20000060;9908747;VL.PES BIK. 4/51 LMF WHITE HUVIS/950A/SD;KG;2400;0;2240;1,35401;0;3249,624;22;022210;MAT;PC;EUR
20000056;9940406;FILTER F-15/200 Z N/KOFIL;M2;800;0;0;0;0;0;22;024410;IZD;PC;EUR
20000052;9940405;FILTER F-5/100 N/KOFIL;M2;2400;0;0;0;0;0;22;024410;IZD;PC;EUR
20000052;9940418;FILTER F-10/150 N/KOFIL;M2;800;0;0;0;0;0;22;024410;IZD;PC;EUR
20000047;9940406;FILTER F-15/200 Z N/KOFIL;M2;2320;0;0;0;0;0;22;024410;IZD;PC;EUR
20000047;9940418;FILTER F-10/150 N/KOFIL;M2;1600;0;0;0;0;0;22;024410;IZD;PC;EUR
20000046;439789;FILTER F-10/150;M2;1600;0;0;0;0;0;22;024410;IZD;PC;EUR
20000045;9944285;DESORTIRAN FLIS FNA DO 150 G/M2;KG;32;0;0;0;0;0;22;022400;IZD;PC;EUR
20000044;440661;FILTER F-5/100;M2;1200;0;0;0;0;0;22;024410;IZD;PC;EUR
20000044;9924999;FILTER F-07/260 K;M2;640;0;0;0;0;0;22;024410;IZD;PC;EUR
20000044;439789;FILTER F-10/150;M2;800;0;0;0;0;0;22;024410;IZD;PC;EUR
20000042;440629;FILTER FF-10/250 K;M2;600;0;0;0;0;0;22;024410;IZD;PC;EUR
20000037;9945513;FLIS/F T7 (1101)25 550/215;M2;5250;0;0;0;0;0;22;022210;POL;PC;EUR
20000033;9944861;FLIS/K 5510 120/225;M2;1500;0;1339,5;0;0;0;22;022230;POL;PC;EUR
20000033;9944437;FLIS/K 5210 190/225;M2;2250;0;2250;0;0;0;22;022230;POL;PC;EUR
20000028;9944255;FLIS/F 0110 120/245;M2;1250;0;0;0;0;0;22;022210;POL;PC;EUR
19000055;9944401;VL.CEL 3,3/60 T:14FR WHITE SUBST. CETEX;KG;550;0;513,53;0;0;0;22;022230;MAT;PC;EUR
19000053;9940012;VL.PES 6,7/64 RECYCLED WHITE FLEXX;KG;300;0;298;0;0;0;22;022210;MAT;PC;EUR
19000052;9912595;VL.PP 1,7/40 TREVON TREVOS;KG;500;0;467;0;0;0;22;022210;MAT;PC;EUR
19000050;9940012;VL.PES 6,7/64 RECYCLED WHITE FLEXX;KG;2000;0;1140,08149;0;0;0;22;022210;MAT;PC;EUR
19000049;9944401;VL.CEL 3,3/60 T:14FR WHITE SUBST. CETEX;KG;440;0;439;0;0;0;22;022230;MAT;PC;EUR
19000043;9944401;VL.CEL 3,3/60 T:14FR WHITE SUBST. CETEX;KG;2950;0;2949,47;0;0;0;22;022230;MAT;PC;EUR
19000043;9944402;VL.CEL 3,3/30 T:02B WHITE SUBST. CETEX;KG;390;0;386,2;0;0;0;22;022230;MAT;PC;EUR
19000036;9944401;VL.CEL 3,3/60 T:14FR WHITE SUBST. CETEX;KG;600;0;583;0;0;0;22;022210;MAT;PC;EUR
19000030;9944532;FLIS/F 0110 140/256;M2;10500;0;10500;0;0;0;22;022230;POL;PC;EUR
19000030;9919138;NOVBELT 120 SL ANTRACIT;M2;2200;0;0;0;0;0;22;022230;IZD;PC;EUR
19000029;9944437;FLIS 5210 190/225;M2;4600;0;4600;0;0;0;22;022230;POL;PC;EUR
19000029;9944271;FLIS 5110 190/225;M2;10400;0;8527,5;0;0;0;22;022230;POL;PC;EUR
19000025;9944165;FLIS/F 0110 180/245;M2;17500;0;14994;0;0;0;22;022230;POL;PC;EUR
19000025;9944308;FLIS/F 0110 220/245;M2;12500;0;12500;0;0;0;22;022230;POL;PC;EUR
19000024;9944457;FLIS/F 0410 220/233;M2;1500;0;1188,3;0;0;0;22;022230;POL;PC;EUR
19000024;9944464;FLIS/F 0610 220/233;M2;1500;0;1500;0;0;0;22;022230;POL;PC;EUR
19000022;9944464;FLIS/F 0610 220/233;M2;5000;0;5000;0;0;0;22;022230;POL;PC;EUR
19000022;9944457;FLIS/F 0410 220/233;M2;5000;0;0;0;0;0;22;022230;POL;PC;EUR
19000018;9940012;VL.PES 6,7/64 RECYCLED WHITE FLEXX;KG;350;0;347;0;0;0;22;022210;MAT;PC;EUR
19000018;9943427;VL.PES BIK. 4/51 LMF WHITE HUVIS/180OC;KG;250;0;250;0;0;0;22;022210;MAT;PC;EUR
19000016;9925374;VL.PES 2,2/51 DULL EXTRA/VS WHITE MOGI;KG;4300;0;4228,5;0;0;0;22;022210;MAT;PC;EUR
19000008;9944167;FLIS/F 0110 210/245;M2;10000;0;10000;0;0;0;22;022230;POL;PC;EUR
18000001;9939607;K/FLOOR E220 N.KARO BLUE21 50X70 CM;KOS;15000;0;0;0,01;0;150;22;022210;IZD;PC;EUR
13000012;9931630;PMA SPIN ČISTILNI SET;KOS;2;0;2;29,9;0;59,8;22;022610;IZD;PC;EUR
13000012;9931631;COMPACT SPIN ČISTILNI SET;KOS;1;0;0;31,9;0;31,9;22;022610;IZD;PC;EUR
13000012;9935075;TT ROBOT + DARILO;KOS;1;0;1;0;0;0;22;022610;TRG;PC;EUR
12000007;9933153;FILTER ARR 400 HKT;M2;419;0;0;0;0;0;20;025410;IZD;PC;EUR
12000006;441090;FILTER PE-501 HKT 210;M2;389;0;0;0;0;0;20;022410;IZD;PC;EUR
12000006;9911048;ŠABLONE;KOS;2;0;0;0;0;0;20;022410;POT;PC;EUR
12000006;9928741;PALETA  65MM, 2000 X  800 S KORITOM;KOS;50;0;0;0;0;0;20;022410;POT;PC;EUR
12000006;438790;PALETA 1200 X  800 X 150;KOS;50;0;0;4,79886;0;239,943;20;022410;POT;PC;EUR
12000006;9915870;FILTER G PE 100 SL;M2;538,6;0;0;0;0;0;20;022410;IZD;PC;EUR
12000003;;;;0;0;0;0;0;0;0;;;;EUR
12000001;9923808;TR.TRAK 2M8 UO-V5 A 135*1165-O;M2;0,15728;0;0;6399,9046;1006,577;1006,577;20;023410;IZD;PC;EUR
10000034;9926567;KOFIL FV-25K 1305X285 G2 ŽICA;KOS;20;0;0;0;0;0;20;022410;IZD;PC;EUR
10000034;9926577;KOFIL FV-25K 1920X285X20 MM G2;KOS;10;0;0;0;0;0;20;022410;IZD;PC;EUR
10000034;9927255;KOFIL KOMPAKTNI 592X592X292 EU 10;KOS;2;0;0;0;0;0;20;022410;IZD;PC;EUR
10000034;9928161;KOFIL FV-120111-60 FI300X1050 MM;KOS;4;0;0;0;0;0;20;022410;IZD;PC;EUR
10000030;9919065;NOVBELT 600 NA SF GREEN;M2;553,5;0;553;29,8746;0;16535,5911;20;PO28951;IZD;PC;EUR
10000030;9919588;NOVBELT 250 HC SF 2,5/1830 BLACK;M2;475,5;0;475,5;21,2759;0;10116,6905;20;PO28951;IZD;PC;EUR
10000030;9914409;NOVBELT 600 NA 5,5/2000 GREY BLUE;M2;312;0;312;29,8746;0;9320,8752;20;PO28951;IZD;PC;EUR
10000029;9926683;WR NOPES V 28;M2;44,5;0;0;0;0;0;20;022210;IZD;PC;EUR
10000029;9926682;WR NOPES V 55;M2;49,5;0;0;0;0;0;20;022210;IZD;PC;EUR
10000028;9914071;NOVO 60 HC 5,5/2000 BLACK;M2;316;0;0;22,61;0;7144,76;20;PO28951;IZD;PC;EUR
10000028;9914071;NOVO 60 HC 5,5/2000 BLACK;M2;321;0;0;22,61;0;7257,81;20;PO28951;IZD;PC;EUR
10000028;9914084;NOVO 40 HC 4,0/2000 BLACK;M2;582,5;0;0;18,21;0;10607,325;20;PO28951;IZD;PC;EUR
10000023;9914084;NOVO 40 HC 4,0/2000 BLACK;M2;648,5;0;0;18,21;0;11809,185;20;PO28951;IZD;PC;EUR
10000023;9914101;NOVO 25 HC 2,5/2000 BLACK;M2;1666;0;0;15,43;0;25706,38;20;PO28951;IZD;PC;EUR
10000023;9914071;NOVO 60 HC 5,5/2000 BLACK;M2;313,5;0;0;22,61;0;7088,235;20;PO28951;IZD;PC;EUR
10000021;3000042;KLINASTI J. D/32 D335 8509LI 8628LW;KOM;1;0;1;37,88395;0;0;20;022300;TRG;PC;EUR
10000021;3000114;KLINASTI J. 9,5 X 888;KOM;31;0;31;3,8;0;0;20;022300;TRG;PC;EUR
10000021;3000115;KLINASTI J. 9,5 X 938;KOM;35;0;35;3,9;0;0;20;022300;TRG;PC;EUR
10000021;3000116;KLINASTI J. 9,5 X 975;KOM;85;0;85;4;0;0;20;022300;TRG;PC;EUR
10000021;3000117;KLINASTI J. 9,5 X 1150;KOM;73;0;73;4,5;0;0;20;022300;TRG;PC;EUR
10000021;3000118;KLINASTI J. 9,5 X 1450;KOS;4;0;4;4,4;0;0;20;022300;TRG;PC;EUR
10000021;3000119;KLINASTI J. 9,5 X 1550;KOM;85;0;85;5,8;0;0;20;022300;TRG;PC;EUR
10000021;3000120;KLINASTI J. 12,5 X 875;KOM;19;0;19;4,9;0;0;20;022300;TRG;PC;EUR
10000021;3000121;KLINASTI J. 12,5 X 975;KOM;100;0;100;5,4;0;0;20;022300;TRG;PC;EUR
10000021;3000122;KLINASTI J. 12,5 X 1025;KOM;53;0;53;5,7;0;0;20;022300;TRG;PC;EUR
10000021;3000123;KLINASTI J. 12,5 X 1225;KOM;100;0;100;6,6;0;0;20;022300;TRG;PC;EUR
10000021;3000124;KLINASTI J. SPA 12,5 X 1275;KOM;94;0;94;0;0;0;20;022300;TRG;PC;EUR
10000021;3000125;KLINASTI J. 12,5 X 1350;KOM;19;0;19;7,2;0;0;20;022300;TRG;PC;EUR
10000021;3000126;KLINASTI J. 12,5 X 1500;KOM;40;0;40;8,1;0;0;20;022300;TRG;PC;EUR
10000021;3000138;KLINASTI J. 25 X 3950;KOM;5;0;5;19,17877;0;0;20;022300;TRG;PC;EUR
10000021;3000139;KLINASTI J. 20 X 1600;KOM;4;0;4;12,94321;0;0;20;022300;TRG;PC;EUR
10000021;3000140;###KLINASTI JERMEN 17X1650;KOM;2;0;2;0;0;0;20;022300;TRG;PC;EUR
10000021;30001593;KLINASTI J. A/13 A95 2413LI 2450LW;KOS;24;0;24;9,2;0;0;20;022300;TRG;PC;EUR
10000021;3000191;KLINASTI J. 9,5 X 1150;KOM;281;0;281;4,5;0;0;20;022300;TRG;PC;EUR
10000021;3000192;KLINASTI J. 9,5 X 1550;KOM;381;0;381;5,8;0;0;20;022300;TRG;PC;EUR
10000021;3000193;KLINASTI J. 12,5 X 975;KOM;394;0;394;5,4;0;0;20;022300;TRG;PC;EUR
10000021;3000194;KLINASTI J. 12.5 X 1225;KOM;396;0;396;6,6;0;0;20;022300;TRG;PC;EUR
10000021;3001318;KLINASTI J. B/17 B106 2700LI 2769LW;KOM;1;0;1;15,3;0;0;20;022300;TRG;PC;EUR
10000021;3001391;VARIATOR J. 32 X 10 X 810;KOM;1;0;1;43,8;0;0;20;022300;TRG;PC;EUR
10000021;3001409;KLINASTI J. SPZ 1637;KOM;7;0;7;6,2;0;0;20;022300;TRG;PC;EUR
10000021;3001477;###VARIATOR JERMEN 22 X 8 X 600LI;KOM;3;0;3;25,4;0;0;20;022300;TRG;PC;EUR
10000021;3001500;KLINASTI J. Z/10 Z17 1/2 450LI 470LW;KOM;3;0;3;2,2;0;0;20;022300;TRG;PC;EUR
10000021;3001543;###KLINASTI J. SPB 3550;KOM;2;0;2;28,5;0;0;20;022300;TRG;PC;EUR
10000021;3001590;KLINASTI J. Z/10 Z39 1/2 1000LI 1020LW;KOM;25;0;25;3,2;0;0;20;022300;TRG;PC;EUR
10000021;3001591;KLINASTI J. Z/10 Z49 1250LI 1270LW;KOM;36;0;36;3,5;0;0;20;022300;TRG;PC;EUR
10000021;3001592;###KLIN.J. 13X1450;KOM;1;0;1;5,3;0;0;20;022300;TRG;PC;EUR
10000021;3001596;###KLIN.J. 17X1500;KOM;2;0;2;7,6;0;0;20;022300;TRG;PC;EUR
10000021;3001606;VAR.J. 7,5X686;KOM;4;0;4;0;0;0;0;022300;TRG;PC;EUR
10000021;3001607;VAR.J. 26X862;KOM;6;0;6;0;0;0;0;022300;TRG;PC;EUR
10000021;3001616;###KLINASTI JERMEN 10*710;KOS;1;0;1;2,7;0;0;20;022300;TRG;PC;EUR
10000021;7700068;KLINASTI J. SPA 1207;KOM;6;0;6;6,5;0;0;20;022300;TRG;PC;EUR
10000021;7700119;###KLINASTI JERMEN 22 X 5334LI;KOS;2;0;2;44,8;0;0;20;022300;TRG;PC;EUR
10000021;7700139;VARIATOR J. 13 X 6 X 475LI;KOM;15;0;15;13,3;0;0;20;022300;TRG;PC;EUR
10000021;7700322;VAR.JERM.20X10X800 LI;KOM;2;0;2;25,4;0;0;20;022300;TRG;PC;EUR
10000021;7700490;KLINASTI J. 20 X 3750;KOM;6;0;6;30,77533;0;0;20;022300;TRG;PC;EUR
10000021;7700554;KLINASTI J. 25 X 5350;KOM;8;0;8;70,74779;0;0;20;022300;TRG;PC;EUR
10000021;7700658;KLINASTI J. A/13 A29 1/2 750LI 780LW;KOM;8;0;8;3,1;0;0;20;022300;TRG;PC;EUR
10000021;7700661;###KLIN.JERM.17X1800;KOM;4;0;4;0;0;0;20;022300;TRG;PC;EUR
10000021;7700662;KLINASTI J. SPA 807;KOM;15;0;15;1,46816;0;0;20;022300;TRG;PC;EUR
10000021;770129;###KLINASTI JERMEN A20 508LI 550LW;KOS;26;0;26;2,4;0;0;20;022300;TRG;PC;EUR
10000021;7701345;KLINASTI J. C/22 6600 LI;KOS;2;0;2;56,8;0;0;20;022300;TRG;PC;EUR
10000021;7705233;KLINASTI J. XPB 2650;KOS;23;0;23;28,6387;0;0;20;022300;TRG;PC;EUR
10000021;7770002;KLINASTI J. Z/10 Z15 380LI 400LW;KOM;8;0;8;2,1;0;0;20;022300;TRG;PC;EUR
10000021;7770003;KLINASTI J. Z/10 Z16 410LI 430LW;KOM;5;0;5;2,1;0;0;20;022300;TRG;PC;EUR
10000021;7770004;KLINASTI J. Z/10 Z17 1/4 440LI 455LW;KOM;38;0;38;2,2;0;0;20;022300;TRG;PC;EUR
10000021;7770005;KLINASTI J. Z/10 Z17 3/4 450LI 480LW;KOS;7;0;7;2,2;0;0;20;022300;TRG;PC;EUR
10000021;7770007;KLINASTI J. Z/10 Z18 460LI 487LW;KOM;10;0;10;2,2;0;0;20;022300;TRG;PC;EUR
10000021;7770008;KLINASTI J. Z/10 Z19 1/2 495LI 515LW;KOM;9;0;9;2,3;0;0;20;022300;TRG;PC;EUR
10000021;7770009;KLINASTI J. Z/10 Z20 1/2 520LI 530LW;KOM;22;0;22;2,4;0;0;20;022300;TRG;PC;EUR
10000021;7770010;KLINASTI J. Z/10 Z21 3/4 555LI 578LW;KOM;12;0;12;2,6;0;0;20;022300;TRG;PC;EUR
10000021;7770012;KLINASTI J. Z/10 Z23 3/4 605LI 621LW;KOM;20;0;20;2,6;0;0;20;022300;TRG;PC;EUR
10000021;7770013;KLINASTI J. Z/10 Z24  610LI 640LW;KOM;17;0;17;2,6;0;0;20;022300;TRG;PC;EUR
10000021;7770014;KLINASTI J. Z/10 Z25 1/2 650LI 670LW;KOM;14;0;14;2,6;0;0;20;022300;TRG;PC;EUR
10000021;7770016;KLINASTI J. Z/10 Z27 685LI 714LW;KOM;12;0;12;2,7;0;0;20;022300;TRG;PC;EUR
10000021;7770018;KLINASTI J. Z/10 Z28 1/2 725LI 750LW;KOM;6;0;6;2,7;0;0;20;022300;TRG;PC;EUR
10000021;7770020;KLINASTI J. Z/10 Z30 762LI 787LW;KOM;19;0;19;2,7;0;0;20;022300;TRG;PC;EUR
10000021;7770023;KLINASTI J. Z/10 Z30 3/4 780LI 800LW;KOM;9;0;9;2,8;0;0;20;022300;TRG;PC;EUR
10000021;7770026;KLINASTI J. Z/10 Z32 815LI 838LW;KOM;7;0;7;2,8;0;0;20;022300;TRG;PC;EUR
10000021;7770027;KLINASTI J. Z/10 Z32 1/2 825LI 850LW;KOM;8;0;8;2,9;0;0;20;022300;TRG;PC;EUR
10000021;7770028;KLINASTI J. Z/10 Z34 1/4 870LI 887LW;KOS;5;0;5;2,9;0;0;20;022300;TRG;PC;EUR
10000021;7770029;KLINASTI J. Z/10 Z34 1/2 875LI 900LW;KOM;34;0;34;2,9;0;0;20;022300;TRG;PC;EUR
10000021;7770030;KLINASTI J. Z/10 Z35 890LI 914LW;KOM;21;0;21;3;0;0;20;022300;TRG;PC;EUR
10000021;7770031;KLINASTI J. Z/10 Z36 915LI 925LW;KOM;8;0;8;3;0;0;20;022300;TRG;PC;EUR
10000021;7770032;KLINASTI J. Z/10 Z36 1/2 925LI 950LW;KOS;9;0;9;3,1;0;0;20;022300;TRG;PC;EUR
10000021;7770033;KLINASTI J. Z/10 Z36 3/4 945LI 970LW;KOS;3;0;3;3,1;0;0;20;022300;TRG;PC;EUR
10000021;7770035;KLINASTI J. Z/10 Z38 965LI 990LW;KOM;5;0;5;3,1;0;0;20;022300;TRG;PC;EUR
10000021;7770036;KLINASTI J. Z/10 Z38 1/4 975LI 1000LW;KOM;10;0;10;3,1;0;0;20;022300;TRG;PC;EUR
10000021;7770039;KLINASTI J. Z/10 Z39 990LI 1020LW;KOM;6;0;6;3,2;0;0;20;022300;TRG;PC;EUR
10000021;7770040;KLINASTI J. Z/10 Z40 1016LI 1040LW;KOM;19;0;19;3,2;0;0;20;022300;TRG;PC;EUR
10000021;7770041;KLINASTI J. Z/10 Z40 1/2 1030LI 1060;KOM;10;0;10;3,2;0;0;20;022300;TRG;PC;EUR
10000021;7770044;KLINASTI J. Z/10 Z42 1065LI 1082LW;KOM;15;0;15;3,3;0;0;20;022300;TRG;PC;EUR
10000021;7770047;KLINASTI J. Z/10 Z42 1/2 1080LI 1105LW;KOM;4;0;4;3,3;0;0;20;022300;TRG;PC;EUR
10000021;7770049;KLINASTI J. Z/10 Z45 1140LI 1145LW;KOM;21;0;21;3,4;0;0;20;022300;TRG;PC;EUR
10000021;7770051;KLINASTI J. Z/10 Z46 1170 LI 1180 LW;KOM;17;0;17;3,4;0;0;20;022300;TRG;PC;EUR
10000021;7770054;KLINASTI J. Z/10 Z48 1225LI 1250LW;KOM;15;0;15;3,5;0;0;20;022300;TRG;PC;EUR
10000021;7770057;KLINASTI J. Z/10 Z51 1295LI 1340LW;KOM;35;0;35;3,5;0;0;20;022300;TRG;PC;EUR
10000021;7770060;KLINASTI J. Z/10 Z54 1371LI 1400LW;KOM;6;0;6;3,8;0;0;20;022300;TRG;PC;EUR
10000021;7770061;KLINASTI J. Z/10 Z55 1400LI 1420LW;KOM;20;0;20;3,8;0;0;20;022300;TRG;PC;EUR
10000021;7770063;KLINASTI J. Z/10 Z56 1422LI 1450LW;KOM;8;0;8;3,9;0;0;20;022300;TRG;PC;EUR
10000021;7770068;KLINASTI J. Z/10 Z59 1500LI 1525LW;KOM;5;0;5;4,5;0;0;20;022300;TRG;PC;EUR
10000021;7770079;KLINASTI J. Z/10 Z47 1190LI 1200LW;KOM;7;0;7;3,4;0;0;20;022300;TRG;PC;EUR
10000021;7770096;KLINASTI J. Z/10 Z33 840LI 865LW;KOM;25;0;25;2,9;0;0;20;022300;TRG;PC;EUR
10000021;7770118;KLINASTI J. Z/10 Z43 1/4 1100LI 1125LW;KOM;8;0;8;3,4;0;0;20;022300;TRG;PC;EUR
10000021;7770122;KLINASTI J. A/13 A17 1/2 440LI 441LW;KOM;10;0;10;2,1;0;0;20;022300;TRG;PC;EUR
10000021;7770123;KLINASTI J. A/13 A18 3/4 475LI 497LW;KOS;20;0;20;2,2;0;0;20;022300;TRG;PC;EUR
10000021;7770129;KLINASTI J. A/13 A20 508LI 550LW;KOS;9;0;9;2,4;0;0;20;022300;TRG;PC;EUR
10000021;7770131;KLINASTI J.  A/13 A21 3/4 552LI 570LW;KOM;21;0;21;2,4;0;0;20;022300;TRG;PC;EUR
10000021;7770132;KLINASTI J. A/13 A22 1/4 565LI 595LW;KOM;54;0;54;2,5;0;0;20;022300;TRG;PC;EUR
10000021;7770135;KLINASTI J. A/13 A23 600LI 625LW;KOM;14;0;14;2,5;0;0;20;022300;TRG;PC;EUR
10000021;7770136;KLINASTI J. A/13 A24 610LI 642LW;KOM;21;0;21;2,6;0;0;20;022300;TRG;PC;EUR
10000021;7770138;KLINASTI J. A/13 A25 635LI 663LW;KOM;21;0;21;2,6;0;0;20;022300;TRG;PC;EUR
10000021;7770141;KLINASTI J. A/13 A26 660LI 684LW;KOM;14;0;14;2,6;0;0;20;022300;TRG;PC;EUR
10000021;7770145;KLINASTI J. A/13 A27 685LI 716LW;KOM;22;0;22;2,8;0;0;20;022300;TRG;PC;EUR
10000021;7770148;KLINASTI J. A/13 A28 710LI 748LW;KOM;63;0;63;2,9;0;0;20;022300;TRG;PC;EUR
10000021;7770152;KLINASTI J. A/13 A29 735LI 767LW;KOM;4;0;4;3,1;0;0;20;022300;TRG;PC;EUR
10000021;7770155;KLINASTI J. A/13 A30 762LI 794LW;KOM;8;0;8;3,1;0;0;20;022300;TRG;PC;EUR
10000021;7770158;KLINASTI J. A/13 A31 787LI 815LW;KOM;26;0;26;3,1;0;0;20;022300;TRG;PC;EUR
10000021;7770160;KLINASTI J. A/13 A32 813LI 835LW;KOM;23;0;23;3,2;0;0;20;022300;TRG;PC;EUR
10000021;7770162;KLINASTI J. A/13 A33 838LI 857LW;KOM;29;0;29;3,2;0;0;20;022300;TRG;PC;EUR
10000021;7770166;KLINASTI J. A/13 A34 863LI 900LW;KOM;23;0;23;3,3;0;0;20;022300;TRG;PC;EUR
10000021;7770168;KLINASTI J. A/13 A35 890LI 912LW;KOM;9;0;9;3,5;0;0;20;022300;TRG;PC;EUR
10000021;7770172;KLINASTI J. A/13 A36 914LI 945LW;KOS;7;0;7;3,6;0;0;20;022300;TRG;PC;EUR
10000021;7770173;KLINASTI J. A/13 A37 940LI 960LW;KOS;9;0;9;3,6;0;0;20;022300;TRG;PC;EUR
10000021;7770177;KLINASTI J. A/13 A38 965LI 993LW;KOM;22;0;22;3,7;0;0;20;022300;TRG;PC;EUR
10000021;7770183;KLINASTI J. A/13 A39 990LI 1021LW;KOM;8;0;8;3,9;0;0;20;022300;TRG;PC;EUR
10000021;7770184;KLINASTI J. A/13 A40 1016LI 1045LW;KOM;23;0;23;3,9;0;0;20;022300;TRG;PC;EUR
10000021;7770185;KLINASTI J. A/13 A41 1041LI 1060LW;KOM;17;0;17;4;0;0;20;022300;TRG;PC;EUR
10000021;7770191;KLINASTI J. A/13 A42 1067LI 1093LW;KOM;12;0;12;4,1;0;0;20;022300;TRG;PC;EUR
10000021;7770197;KLINASTI J. A/13 A43 1092LI 1110LW;KOM;26;0;26;4,1;0;0;20;022300;TRG;PC;EUR
10000021;7770198;KLINASTI J. A/13 A43 1/2 1105LI 1127LW;KOM;12;0;12;4,1;0;0;20;022300;TRG;PC;EUR
10000021;7770203;KLINASTI J. A/13 A45 1143LI 1165LW;KOM;16;0;16;4,1;0;0;20;022300;TRG;PC;EUR
10000021;7770207;KLINASTI J. A/13 A46 1168LI 1193LW;KOS;20;0;20;4,3;0;0;20;022300;TRG;PC;EUR
10000021;7770209;KLINASTI J. A/13 A47 1194LI 1220LW;KOM;9;0;9;4,3;0;0;20;022300;TRG;PC;EUR
10000021;7770214;KLINASTI J. A/13 A48 1220LI 1244LW;KOM;13;0;13;4,4;0;0;20;022300;TRG;PC;EUR
10000021;7770217;KLINASTI J. A/13 A48 1/2 1230LI 1260LW;KOM;1;0;1;4,4;0;0;20;022300;TRG;PC;EUR
