VRSTAMAT;DAVEK_PROC;EM;IDENT;NAZIV;KOLICINA;PORABA;ZELENA_KOL;ID_DOK;TIP_CENE;SKLADIŠČE;CENA;VREDNOST;CENA2
MAT;22;KG;9936488;VL.PES 1,7/38 DULL CRIMP.VS WHI MOG 2/15;2523,5;0;0;22006619;EUR;22230;1,38352;3491,31;20220421
MAT;22;KG;9946528;VL.PES 3,3/64 REG. GRADE A WHITE ERTONA;1081,5;0;0;22006619;EUR;22230;1,45111;1569,38;20220913
MAT;22;KG;441284;VL.CEL 1,7/38-51 DULL SNIACE (2.KV);587,1;0;0;22006618;EUR;22230;1,63106;957,6;20210422
MAT;22;KG;9923865;VL.PES 3,3/66 DULL EXTRA/VS WHITE MOGILJ;733,95;0;0;22006618;EUR;22230;0,76535;561,73;20220420
MAT;22;KG;9946723;VL.PES 1,6/51 T158 NSD SASA;1614,6;0;0;22006618;EUR;22230;1,4311;2310,65;20221128
POL;22;KOS;9925852;FLIS/S-F;33792;0;0;22006617;EUR;22210;0;0;0
POL;22;M2;9928419;FILTER PE-501 HGT-OH - KOFIL;250;250;250;22006616;EUR;23410;2,33;582,5;0
POM;22;KG;9901480;VZMETNI TRAK ŠIR.25 MM,DEB.0,4 MM ČRNI;6,25;6,25;6,25;22006616;EUR;25410;4,96373;31,02;0
POM;22;TM;9922455;U TRAK;107,5;107,5;107,5;22006616;EUR;25410;0,1324;14,23;0
POL;22;M2;9928376;FILTER F-10/150 - KOFIL;25,6608;0;25,6608;22006615;EUR;23410;0,499;12,8;0
POL;22;M2;9928376;FILTER F-10/150 - KOFIL;51,3216;0;51,3216;22006614;EUR;23410;0,499;25,61;0
MAT;22;KOS;9935380;KOFIL FILTER VREČA 1;2;2;2;22006613;EUR;25410;6,90602;13,81;0
POL;22;M2;9928401;FILTER PE-351 AGT-OH - KOFIL;152;0;152;22006612;EUR;23410;1,87;284,24;0
POM;22;KG;9901480;VZMETNI TRAK ŠIR.25 MM,DEB.0,4 MM ČRNI;2,4;0;2,4;22006612;EUR;25410;4,96373;11,91;0
POM;22;TM;9922455;U TRAK;58,4;0;58,4;22006612;EUR;25410;0,1324;7,73;0
POL;22;M2;9928373;FILTER PE-351 HGT - KOFIL;440;0;440;22006611;EUR;23410;1,82;800,8;0
POL;22;M2;9928376;FILTER F-10/150 - KOFIL;16;0;16;22006610;EUR;23410;0,499;7,98;0
POL;22;M2;9933610;FILTER PE-351 AGT-BT KOFIL;600;0;600;22006610;EUR;23410;1,82;1092;0
MAT;22;KOS;9935380;KOFIL FILTER VREČA 1;200;200;200;22006610;EUR;25410;6,68324;1336,65;0
POL;22;M2;9928298;FILTER F-15/200 Z - KOFIL;0,4968;0;0,4968;22006609;EUR;23410;0,729;0,36;0
POL;22;M2;9928298;FILTER F-15/200 Z - KOFIL;0,62994;0;0,62994;22006609;EUR;23410;0,729;0,46;0
POL;22;M2;9928376;FILTER F-10/150 - KOFIL;1,3068;0;1,3068;22006609;EUR;23410;0,499;0,65;0
POL;22;M2;9928373;FILTER PE-351 HGT - KOFIL;2,6;2,6;2,6;22006608;EUR;23410;1,82;4,73;0
POL;22;M2;9928438;FILTER G PE 050 SL KOFIL;2,5;2,5;2,5;22006608;EUR;23410;1,2;3;0
POM;22;KOS;9901019;KOVINSKI OBROČ FI 3 * FI 178(Z);10;10;10;22006608;EUR;25410;0,176;1,76;0
POM;22;KOS;9901019;KOVINSKI OBROČ FI 3 * FI 178(Z);10;10;10;22006608;EUR;25410;0,176;1,76;0
POM;22;KOS;9931204;KOFIL FVG-2-20 178X840 025;150;150;150;22006607;EUR;25410;2,2195;332,93;0
POL;22;M2;9928405;FILTER PP-650-TM - KOFIL;4;0;4;22006606;EUR;23410;3,3;13,2;0
POL;22;M2;9928445;PP1/D MM ŠIR.DODELAN KOFIL;13,6;13,6;13,6;22006606;EUR;23410;3,08;41,89;0
POL;22;M2;9942785;FILTER PE-501 AGT BT H - KOFIL;38,4;0;38,4;22006605;EUR;25410;0;0;0
POL;22;M2;9928407;FILTER PE-501 HGT - KOFIL;240;240;240;22006604;EUR;23410;2;480;0
POM;22;KG;9901480;VZMETNI TRAK ŠIR.25 MM,DEB.0,4 MM ČRNI;76,8;10;76,8;22006604;EUR;25410;4,96373;381,21;0
POM;22;TM;9922455;U TRAK;80,64;80,64;80,64;22006604;EUR;25410;0,1324;10,68;0
POL;22;M2;9928298;FILTER F-15/200 Z - KOFIL;12,5928;0;12,5928;22006603;EUR;23410;0,729;9,18;0
MAT;22;KG;9934231;VL.META ARAMID 2,0D/51MM HUVIS;314,16;0;0;22006602;EUR;22210;16,99736;5339,89;20220927
POM;22;M2;9945105;TK. META ARAMID 90/30-225CM FIBERLANE;1387,2;0;0;22006602;EUR;22210;1,54807;2147,48;20221021
POL;22;M2;9945574;FLIS/F 2420 200/228;1414,4;1414,4;0;22006602;EUR;22210;2,15549;3048,73;0
MAT;22;KOS;9935380;KOFIL FILTER VREČA 1;120;0;120;22006601;EUR;25410;6,90602;828,72;0
POL;22;M2;9928576;FILTER F-20/250 M  - KOFIL;40;0;40;22006600;EUR;23410;0,791;31,64;0
MAT;22;KG;9934231;VL.META ARAMID 2,0D/51MM HUVIS;291,3664;0;0;22006599;EUR;22210;16,99736;4952,46;20220927
MAT;22;KG;9905281;VL.PAN 1,7/50 DOLANIT TIP-12;366,886;0;0;22006598;EUR;22210;3,55;1302,45;20210714
MAT;22;KG;9906650;VL.PES 3,3/60 T54 NSD SASA;366,886;0;0;22006598;EUR;22210;1,65108;605,76;20221109
POM;22;M2;9933519;TK. PES/PAN 55/40 - 232CM  KONUS-S;3041,4;0;0;22006598;EUR;22210;0,672;2043,82;20220613
POL;22;M2;9945608;FLIS/F 2320 240/235;2986,6;0;0;22006598;EUR;22210;0;0;0
MAT;22;KG;9905281;VL.PAN 1,7/50 DOLANIT TIP-12;369,14376;0;0;22006597;EUR;22210;3,55;1310,46;20210714
MAT;22;KG;9906650;VL.PES 3,3/60 T54 NSD SASA;369,14376;0;0;22006597;EUR;22210;1,65108;609,49;20221109
