ID_ART,NAZIV,TIP_ART,POREKLO,EAN,DOBAVITELJ,PROIZVAJAL,KLASIFIKAC,SKUPINA_4,SKUPINA_3,SKUPINA_2,SKUPINA_1,SLED,ZALOGE,INTRASTAT
9931253,MOTOR MCA 10140 (ZA HOT-MELT),REP,,,1033545,,109430000,,,,,N,,
9931350,VŽIGNI GORILNIŠKI AVTOMAT,REP,,,,,109430000,,,,,N,,
9931440,HID.CILINDER 60/50/25 HOD 500MM,REP,,,1026418,,109430000,,,,,N,,
